贺拔岳 阿斗泥
徐庆馀 兆谷
管遹群 兆篯
翁宪祥 兆隆
朱国祚 兆隆
林台衡 兆清
谭莹 兆仁
董燧 兆时
陈廷庆 兆同
宁梦龙 兆祥
江秉谦 兆豫
翁正春 兆震
郎遂 赵客
钱侗 赵堂
边连宝 赵珍
陈羍 肇方
邵捷春 肇复
纪克家 肇隆
刘文静 肇仁
汪宗姬 肇邰
钱肃图 肇一
杜臻 肇余
徐端 肇之
吴蔚光 哲甫
郭惟贤 哲卿
李毓之 喆生
张四科 喆士
唐翊 浙师
钱以垲 蔗山
潘廷桂 贞庵
丁惟曜 贞白
孙世恪 贞伯
江以东 贞伯
李应祯 贞伯
李思安 贞臣
祖域 贞夫
白悦 贞夫
林炫 贞孚
王师 贞甫
孙承恩 贞父
黄汝享 贞父
徐起元 贞复
杨起元 贞复
赵元 贞固
方世泰 贞观
许乃钊 贞恒
林燫 贞恒
范咸 贞吉
宫继兰 贞吉
袁祯 贞吉
杨大壮 贞吉
朱多炡 贞吉
吴筠 贞节
丁琳 贞琳
王睿章 贞六
陈鉴 贞明
王节 贞明
欧辉 贞明
俞贞木 贞木
贺胜 贞卿
萧贡 贞卿
沈荃 贞蕤
司马筠 贞素
石文 贞石
毛凤翔 贞所
赵日亨 贞所
王野 贞翁
王聘珍 贞吾
于琳 贞瑕
林烃 贞耀
李栖筠 贞一
万言 贞一
劳 贞著
欧大任 桢甫
王家干 祯白先生
徐晟 祯臻
黄家瑞 珍宝
裴瑗 珍夫
黄钏 珍君
薛令之 珍木
卜颜帖木儿 珍卿
盛符升 珍示
苏琼 珍之
刘恢 真长
钱千秋 真长
黄尊素 真长
吴道 真常
张弘策 真简
凌儒 真卿
仵正臣 真卿
刘铨 真孺
徐清叟 真翁
解子元 真我
元熙 真兴
全谦孙 真志
蒋敏修 臻甫
吴文熔 甄甫
韩铎 振安
王纲 振冲
程佃 振飞
张绍登 振夫
冯兴宗 振甫
杨庆麟 振甫
李麟 振公
李麟友 振公
俞钦 振恭
于成龙 振甲
鱼翼 振南
阳秉衡 振平
袁仁林 振千
庞嵩 振卿
何镗 振卿
高遐昌 振声
王兰生 振声
邵铜 振声
李炳 振声
刘最 振廷
钱棨 振威
徐铎 振文
黄公辅 振玺
张树声 振轩
黄震 振宇
陆烁 振玉
党威 振玉
孙镗 振远
王宏 振远
晏铎 振之
张叔振 振之
唐铎 振之
孙铎 振之
鲁铎 振之
钱铎 振之
王国训 振之
田铎 振之
王中立 振之
李之藻 振之
石玉昆 振之
吴振 振之
徐宏祖 振之
汪镗 振宗
杨无咎 震伯
江筠 震沧
邓大林 震东
满朝芳 震东
葛应雷 震甫
葛一龙 震甫
幸元龙 震甫
倪天渊 震亨
贺昌明 震极
吴廷琛 震南
李炳旦 震男
毛一公 震卿
马翮飞 震卿
王鸣雷 震生
黄中坚 震生
王用龙 震叔
袁钺 震业
朱震 震之
陈伯震 震之
顾大申 震雉
杨霆 震仲
胡树声 震州
桓石虔 镇恶
刘武元 镇藩
毛文龙 镇南
潘汝桢 镇璞
倪宗岳 镇卿
吴安国 镇卿
康绶 镇卿
周德威 镇远
叶梦鼎 镇之
王汝璧 镇之
李兆先 征伯
邓钦文 征甫
甘茹 征甫
胡应台 征吉
文征明 征明
王来咸 征南
汪继昌 征五
李继贞 征尹
徐绳甲 蒸哉
郭文振 拯元
黄元忠 整庵
李莹 正白
李忠 正本
颜应焱 正伯
杨獬 正伯
程垓 正伯
王瓒 正长
刘遐 正长
蒲规 正臣
吴元辅 正臣
完颜安国 正臣
吴程 正臣
史方 正臣
王禀 正臣
卢鉴 正臣
杨景宗 正臣
曾致尧 正臣
施昌言 正臣
高赋 正臣
符惟忠 正臣
冯行袭 正臣
汤宗 正传
吴师道 正传
万人来 正淳
吴评 正词
李端行 正达
王伦 正道
易刚 正道
张择端 正道
高孝瑜 正德
董建中 正度
王元规 正范
李严 正方
刘纲 正峰
赵挺之 正夫
路群 正夫
汪辅之 正夫
汪若容 正夫
蔡居中 正夫
朱临 正夫
丘经 正夫
顾方 正夫
卢格 正夫
曹端 正夫
郏亶 正夫
张端义 正夫
柳宗真 正夫
夏寅 正夫
祝挺 正夫
黄仲骐 正夫
卢玑 正甫
杨存中 正甫
杨果 正甫
王庆端 正甫
王谠 正甫
罗开礼 正甫
林湜 正甫
完颜奴申 正甫
完颜纲 正甫
曲端 正甫
江时途 正甫
蔡圭 正甫
杜常 正甫
阮中度 正甫
刘弼 正甫
夏嘉遇 正甫
倪思 正甫
殷士儋 正甫
张奇 正甫
陈贵谊 正甫
陈所学 正甫
袁忠 正甫
孙路 正甫
胡直 正甫
苟宗道 正甫
张景宪 正国
潘仲春 正和
陈刚 正己
钱可则 正己
段鹄 正己
韦昭度 正纪
丁仪 正礼
顾协 正礼
归崇敬 正礼
刘徭 正礼
权会 正理
李挺 正立
车安行 正路
史序 正伦
张表臣 正民
王源中 正蒙
李元振 正孟
留赞 正明
审配 正南
崔豹 正能
上官憕 正平
祢衡 正平
雅琥 正卿
冯可宾 正卿
张天纲 正卿
段直 正卿
宁正 正卿
左揆 正卿
屈继平 正卿
林学蒙 正卿
侯克中 正卿
宋用臣 正卿
田忠良 正卿
月乃合 正卿
沈清臣 正卿
邓世昌 正卿
郑从谠 正求
孙蒙正 正孺
翁方纲 正三
楚建中 正叔
程颐 正叔
区适 正叔
汪一中 正叔
王问臣 正叔
王持 正叔
金君卿 正叔
丘方 正叔
王谷 正叔
杨佶 正叔
卫湜 正叔
陈规 正叔
恽寿平 正叔
潘尼 正叔
程端蒙 正思
万宏衜 正思
李听 正思
欧阳歙 正思
胡稷言 正思
何去非 正通
严维 正文
贾郁 正文
易充 正翁
董楷 正翁
陈致中 正吾
金声 正希
马声 正希
周矫 正玄
尹直 正言
张询 正言
刘侃 正言
张谓 正言
吴淑 正仪
郑译 正义
戴第元 正宇
丰越人 正元
何承矩 正则
刘仁轨 正则
叶适 正则
马伯绳 正则
阎公贞 正之
罗适 正之
易元贞 正之
王特起 正之
王国纲 正之
朱邦 正之
潘存实 正之
管应律 正之
程楷 正之
黄弘纲 正之
赵子淔 正之
胡谊 正之
翁熙 正之
高仲振 正之
斜卯爱实 正之
尹端 正之
冯延己 正中
郭凝之 正中
宋德之 正仲
毛渐 正仲
王存 正仲
吴幵 正仲
吴表臣 正仲
刘庄孙 正仲
陈谠 正仲
岳端 正子
崔与之 正子
姚梦午 正子
王宏 正宗
李端 正宗
黄千人 证孙
许行建 政夫
鲁邦彦 郑卿
郑当时 郑庄
刘昂 之昂
盛均 之才
崔峄 之才
曹艮史 之才
岳元声 之初
李纯甫 之纯
周美 之纯
沈璋 之达
黎近 之大
晁咏之 之道
应㒡 之道
刘辉 之道
薛纲 之纲
孙甫 之翰
王维翰 之翰
辛仲甫 之翰
王广之 之林
张懋 之美
杨云翼 之美
黎公弁 之冕
汪自强 之行
黎公颖 之秀
杜鸿渐 之选
袁郊 之仪
甄惠 之哲
王国 之桢
周治 之治
庄仲方 芝阶
陈銮 芝楣
林谦光 芝楣
杜受田 芝农
李宗蘩 芝圃
凌霄 芝泉
瑞常 芝生
龙湛霖 芝生
张鹤 芝田
刘瑞芬 芝田
毛羽健 芝田
梁佩兰 芝五
郭棻 芝仙
鹿傅霖 芝轩
鲁琪光 芝友
俞起蛟 芝云
高倬 枝楼
廖云锦 织云
遵式 知白
张根 知常
叶味道 知道
项玉简 知父
麻九畴 知几
李石 知几
裴坦 知进
许叔微 知可
韩崇训 知礼
元奉宗 知礼
黄叔达 知命
陈渊 知默
王谌 知人
白行简 知退
王著 知微
夏之翰 知畏
施枢 知言
郑居津 知要
钱观复 知原
元深 知远
袁守侗 执冲
舒天民 执风
陈履中 执夫
萧一中 执夫
杜淹 执礼
石韫玉 执如
冯允中 执之
陈伯谅 执之
陈思道 执中
游复 执中
李秉 执中
雒守一 执中
刘彝 执中
丘允 执中
司允德 执中
安传 执中
李惟清 直臣
范正辞 直道
法坤宏 直方
宋征舆 直方
都与阿 直夫
许子良 直夫
张侃 直夫
张观光 直夫
杨政 直夫
李浩 直夫
刘汲 直夫
王道 直夫
王庭 直夫
池显方 直夫
方秉白 直甫
洪清臣 直侯
林嘉楠 直倦
薛弼 直老
沈硕 直谦
崔黯 直卿
常诜孙 直卿
胡敬辰 直卿
黄干 直卿
刘伯正 直卿
仙豸 直卿
贾黯 直孺
贾必选 直生
杨仲兴 直庭
黄公绍 直翁
凌浩 直翁
黄寅 直翁
史浩 直翁
张讥 直言
薛友谅 直斋
曾朝节 直斋
程元豸 直斋
蔡必胜 直之
耿秉 直之
董立 植夫
徐立之 植夫
陈士槐 植甫
姚进槐 植三
陈务滋 植天
熊安生 植之
方东树 植之
吴会 指云
兰廷秀 止庵
黄赟 止敬
王艮 止善
茅元仪 止生
祝德麟 止堂
祁豸佳 止祥
翁荃 止园
吴熙 止仲
王行 止仲
马间卿 芷居
沈廷照 芷桥
屈为彝 芷香
张敔 芷园
冯仙湜 沚鉴
章士麟 祉盛
刘知信 至诚
刘宇 至大
汪叔詹 至道
谢一鲁 至道
赵侃节 至刚
陈德 至善
傅诚 至叔
崔损 至无
梁圭 至铉
边鲁 至愚
姜潜 至之
独孤及 至之
扬发 至之
杨至 至之
邹致 至之
王贽 至之
孔敏行 至之
程俱 致道
李时敏 致道
杜斅 致道
赵师夏 致道
王思诚 致道
郑瑴 致刚
符昭愿 致恭
胡廙 致恭
谢鸣谦 致恭
陈仲微 致广
祁顺 致和
白行顺 致和
李天勇 致宏
范希朝 致君
刘仲尹 致君
王迷 致君
李晏 致美
方廷玉 致美
范成大 致能
计衡 致平
廖有衡 致平
王枢 致荣
谢潜 致虚
秦义 致尧
张夔 致尧
李建勋 致尧
李时雍 致尧
周棐 致尧
韩偓 致尧
朱用纯 致一
张宣 致用
汤鹏举 致远
叶涛 致远
郑毂 致远
谢勋 致远
梅鷟 致斋
和坤 致斋
徐玑 致中
张本 致中
刘勉之 致中
郑晓 窒甫
刘凝之 志安
方定 志安
罗尹凯 志成
程汝继 志初
傅安 志道
张以宁 志道
徐永达 志道
马臻 志道
卓立 志道
史正志 志道
严本 志道
柯风翔 志德
俞大猷 志辅
孙升 志高
丘陵 志高
谢广 志浩
应志和 志和
钱钧 志衡
孙堪 志健
史安 志静
孙勰 志康
沈士则 志可
杨濛 志龙
王渊 志默
尤山 志慕
梁鸿翥 志南
翟鹏 志南
观音奴 志能
王士鹄 志千
张后觉 志仁
杨复 志仁
杨茂元 志仁
吴允嘉 志上
田希吕 志舒
张敬达 志通
鲁悉达 志通
孙交 志同
贺泰 志同
陈泰 志同
邹浩 志完
芮麟 志文
唐材 志霄
杨刚中 志行
陈幼学 志行
路敬淳 志学
余志 志学
禤明德 志学
施是式 志学
吴继善 志衍
孙櫆 志伊
吴任臣 志伊
尹良佐 志伊
徐明善 志友
欧阳诚 志远
游明根 志远
唐崇勋 志斋
高士 志斋
蓝渠 志张
夙道暹 志彰
赵恒 志贞
张纯 志忠
温景葵 志忠
徐敦 秩五
陆廷灿 秩昭
颜光猷 秩宗
施瑮 质存
黎良德 质存
游醇 质夫
郭朴 质夫
唐彬 质夫
杨文卿 质夫
练绘 质夫
周斌 质夫
虞仲文 质夫
刘绚 质夫
林子云 质夫
林公黼 质夫
青文胜 质夫
文彬 质夫
王玉藻 质夫
袁文 质甫
蒋必胜 质甫
蒋溥 质甫
金文淳 质甫
骆文盛 质甫
林师仲 质父
张开福 质民
颜素 质卿
魏喻义 质卿
陈文 质人
梁份 质人
孙从谠 质生
罗辂 质台
李朝斌 质堂
黄以恭 质庭
李彬 质文
王周 质斋
袁景辂 质中
贾策 治安
俞舜臣 治甫
夏定邦 治平
范安国 治堂
吕大器 治先
杨焕纬 治馨
夏云 治征
徐鼎 峙东
邵泰 峙东
刘腾鸿 峙衡
娄寅亮 陟明
吴汝纶 挚甫
邓彪 智伯
谢袭 智崇
陆续 智初
吴择仁 智夫
李譓 智甫
萧推 智进
萧宝嵩 智靖
陆凯 智君
麦孟才 智棱
萧宝夤 智亮
樊毅 智烈
钱弘儇 智仁
萧宝玄 智深
塔齐布 智亭
萧机 智通
樊猛 智武
萧㧑 智遐
萧方诸 智相
莫表深 智行
萧宝攸 智宣
萧宝源 智渊
李遐 智远
萧岑 智远
楼惠明 智远
萧宝义 智勇
项伯藏 智用
孙士毅 智治
林杰 智周
安俊 智周
陈浩 智周
李防 智周
毕慧 智珠
王廷瞻 稚表
郇相 稚宾
凌濛初 稚成
葛洪 稚川
泛毓 稚春
李义壮 稚大
黄百谷 稚登
周泽 稚都
匡衡 稚圭
黄璋 稚圭
周升桓 稚圭
韩琦 稚圭
顾王霖 稚圭
陶琰 稚圭
张文瓘 稚圭
张恂 稚恭
庚翼 稚恭
潘眉 稚韩
金毓峒 稚鹤
毛先舒 稚黄
丁宝桢 稚璜
裴瑜 稚璜
陈长孺 稚君
王禁 稚君
解育 稚连
钱廉 稚廉
平季 稚穆
汤准 稚平
唐和 稚起
王廷陈 稚钦
植敏槐 稚青
吕公孺 稚卿
王根 稚卿
孙程 稚卿
郑弘 稚卿
李傕 稚然
张揖 稚让
徐林 稚山
游旭 稚生
孙承宗 稚绳
杨瞿崃 稚实
钟毓 稚叔
张杨 稚叔
王莽 稚叔
羊琇 稚舒
张谦宜 稚松
张睿卿 稚通
张奋 稚通
胡天游 稚威
钱龙锡 稚文
伏黯 稚文
何乔远 稚孝
郭舒 稚行
陈良儒 稚修
林茂槐 稚虚
茅翁积 稚延
王昱 稚阳
傅喜 稚游
张运桂 稚园
王谧 稚远
凌迪知 稚哲
陶正靖 稚中
钱士馨 稚拙
王涣 稚子
王怒 中安
朱廷焕 中白
庄棫 中白
孙萝逵 中伯
郑若庸 中伯
刘通 中达
钱即 中道
朱嵩 中峰
明本 中峰
阴幼达 中夫
李颙 中孚
郑世威 中孚
王宗诚 中孚
金信 中孚
齐德成 中孚
邓光荐 中甫
于玉立 中甫
喻时 中甫
华夏 中甫
陈远 中复
吕时臣 中父
周旋 中规
方从哲 中涵
范钟 中和
王立邦 中寰
刘余祐 中徽
范子李 中济
康伟然 中江
袁宏道 中郎
何燮 中理
杨文修 中理
裴度 中立
仇敬 中立
黄嵩 中立
曹靖 中立
杨时 中立
陈卓 中立
徐经孙 中立
汤三才 中立
陶凯 中立
吴廷华 中林
郝林 中美
吴实 中美
东野质 中美
王褒 中美
向锦 中美
萧昕 中明
徐世淳 中明
郑域 中卿
庄赶元 中孺
文嵩 中山
张璞 中善
薛用弱 中胜
郑鼎新 中实
彭任 中叔
刘次庄 中叟
萧诗 中素
陈贯 中通
黄立极 中五
吴中 中行
朱服 中行
窦常 中行
陈遇 中行
陈模 中行
魏呈润 中严
汪楍 中也
郑诚 中虞
庄辙 中舆
李瑴 中玉
王珉 中玉
吕大川 中源
韩方 中直
童冀 中州
王家屏 忠伯
温素知 忠赤
上官荩 忠赤
陈良谟 忠夫
凌相 忠甫
张淳 忠甫
易之贞 忠甫
于怒 忠甫
刘思诲 忠甫
仵瑜 忠父
耶律恕 忠厚
田兴恕 忠普
耿端义 忠嗣
欧阳逢泰 忠叟
胡良显 忠遂
刘训 忠言
张永明 钟诚
葛嵩 钟甫
于劲 钟葵
邹鸣鹤 钟泉
佟毓秀 钟山
陈璋 钟庭
石应岳 钟贤
孔毓琼 钟英
蒋生芝 钟玉
孔毓圻 钟在
承天秀 钟之
蒋秉采 衷白
武丹 衷白
汪坦 仲安
李孚 仲安
鲍元康 仲安
赵庚夫 仲白
郭劝 仲褒
施璘 仲宝
杨守珍 仲宝
杨昭俭 仲宝
圆琛 仲宝
王俭 仲宝
王审琦 仲宝
边珣 仲宝
潘纬 仲宝
李琛 仲宝
吴元美 仲宝
贾玭 仲宝
褚球 仲宝
郑建充 仲宝
刘谷 仲宝
戚维 仲本
乐良 仲本
邓汝相 仲弼
郑瑗 仲璧
李衎 仲宾
欧阳观 仲宾
曹觐 仲宾
张观 仲宾
周文质 仲彬
郭文 仲炳
李儒用 仲秉
钱涒 仲伯
陈观酉 仲博
杜智 仲才
山伟 仲才
戴 仲才
程杉 仲采
陆璪 仲昌
史绪 仲长
胡子昭 仲常
柯述 仲常
曾怘 仲常
权谨 仲常
王思廉 仲常
李秉彝 仲常
高宪 仲常
董斿 仲常
虞盘 仲常
薛应旗 仲常
乔彝 仲常
傅常 仲常
麻秉彝 仲常
郭道卿 仲常
郭之奇 仲常
徐积 仲车
司马苞 仲成
伍文仲 仲成
汪绎 仲成
方竦 仲成
彭铉 仲诚
张沐 仲诚
陈之纯 仲诚
刘淑 仲承
郑湜 仲持
黄复祖 仲箎
张易 仲俦
张弘范 仲畴
王建 仲初
庾阐 仲初
张理 仲纯
姚孝锡 仲纯
李景孟 仲淳
缪希雍 仲醇
陈继儒 仲醇
洪彦升 仲达
徐忠 仲达
司马懿 仲达
庞参 仲达
孔颖达 仲达
李应升 仲达
上官悟 仲达
于宣敏 仲达
沈文季 仲达
沈攸之 仲达
赵必涟 仲达
蒋猷 仲达
萧敷 仲达
韩通 仲达
戴侗 仲达
高孝鋕 仲达
董养 仲道
郑濂 仲德
张骥 仲德
袁宗皋 仲德
刘镇之 仲德
王懿 仲德
邵经邦 仲德
赵琬 仲德
程昱 仲德
白梦鼐 仲调
陶汝鼐 仲调
王维新 仲鼎
安丘望之 仲都
李忠 仲都
傅弘之 仲度
郭紝 仲端
桓郁 仲恩
刘士英 仲发
王世琮 仲发
邹括 仲发
顾正谊 仲方
石琚 仲方
士孙张 仲方
李维 仲方
沈起 仲方
周榘 仲方
刘矩 仲方
刘潜 仲方
钱棻 仲芳
杨继盛 仲芳
聂缉椝 仲芳
李士传 仲芳
李有 仲芳
马汝骥 仲房
魏骥 仲房
虞似良 仲房
刘奉世 仲冯
柳芳 仲敷
鲍恂 仲孚
张昭允 仲孚
程观生 仲孚
卢秉 仲甫
张应昌 仲甫
马逢伯 仲甫
谯仲午 仲甫
左辅 仲甫
贺弼 仲辅
雒昂 仲俯
韩元象 仲父
秘丕笈 仲负
马大壮 仲复
王建常 仲复
滕塛 仲复
沈秉成 仲复
房豹 仲干
元罗 仲纲
李紘 仲纲
朱胜 仲高
杜旃 仲高
钱佃 仲耕
刘羲叟 仲更
冉雍 仲弓
何汤 仲弓
韩昌箕 仲弓
章彀 仲弓
陈实 仲弓
师丹 仲公
雷义 仲公
曾逮 仲躬
杨次山 仲恭
彭钦 仲恭
顾大韶 仲恭
罗靖 仲恭
毋丘俭 仲恭
折彦质 仲古
吴定翁 仲谷
刘韫 仲固
徐谦 仲光
赵奕 仲光
方宾 仲光
王宾 仲光
黄隐 仲光
胡爟 仲光
傅大声 仲广
叶采 仲圭
吴镇 仲圭
李宪 仲轨
周贤宣 仲含
曾樱 仲含
郑渊 仲涵
王洛 仲涵
冯从吾 仲好
郭侃 仲和
徐象梅 仲和
韩燮 仲和
卢祥 仲和
苏淑 仲和
王谌 仲和
严思义 仲和
孔僖 仲和
吴埙 仲和
宋汉 仲和
任隗 仲和
李献可 仲和
艾易 仲和
潘凯 仲和
李基 仲和
李銁 仲和
李筼桥 仲和
詹僖 仲和
谢庭芝 仲和
谢让 仲和
袁汤 仲河
戴冠 仲鹖
仙克谨 仲恒
丁璇 仲衡
何钧 仲衡
赵铨 仲衡
倪士毅 仲弘
杨载 仲弘
汪垍 仲弘
滕毅 仲弘
何偃 仲弘
殷渊 仲弘
谭广 仲宏
王宇 仲宏
李唐 仲宏
茹洪 仲宏
刘德秀 仲洪
郭敦 仲厚
胡炳文 仲虎
徐建寅 仲虎
蒋炳文 仲虎
俞万春 仲华
凌瑚 仲华
刘懋 仲华
樊晔 仲华
朱荣 仲华
荣禄 仲华
邓禹 仲华
陈太素 仲华
马莳 仲化
沈鲤 仲化
朱绶 仲环
杨厚 仲桓
沈矫 仲桓
韩韶 仲黄
王正中 仲撝
楼照 仲晖
黎光 仲辉
汪徽 仲徽
王丹 仲回
谭咏昭 仲回
臧丙 仲回
刘秉忠 仲晦
蓝光 仲晦
许浑 仲晦
方若徽 仲惠
闻人益 仲玑
管道升 仲姬
黎载 仲基
左宗植 仲基
刘熙祚 仲缉
邓宁 仲吉
张正常 仲纪
纪炅 仲霁
郭沛霖 仲霁
汪大猷 仲嘉
汪道会 仲嘉
张文嘉 仲嘉
许士柔 仲嘉
徐颖柔 仲嘉
翟永固 仲坚
梁固 仲坚
林罕 仲缄
堵允锡 仲缄
张简 仲简
韦诞 仲将
盛时泰 仲交
蔡抗 仲节
李符清 仲节
张秉 仲节
莫宣卿 仲节
张弘略 仲杰
周福 仲进
王绅 仲缙
周炳谟 仲觐
赵典 仲经
张机 仲景
刘璟 仲璟
南宫靖 仲靖
郭澄之 仲静
梁临 仲敬
申屠澄 仲敬
黄絅 仲絅
邓元起 仲居
张翥 仲举
张颉 仲举
梅鹍祚 仲举
杨翥 仲举
司马掀 仲举
汪纲 仲举
刘元振 仲举
陈鳌 仲举
陈蕃 仲举
蔡模 仲觉
朱大韶 仲钧
魏子平 仲均
李雄 仲
郑时昌 仲康
鲁便恭 仲康
许褚 仲康
蒋行简 仲可
孙宜 仲可
朱彭年 仲铿
袁裕 仲宽
俞伟 仲宽
和裕 仲宽
刘容 仲宽
陈大章 仲夔
贺复徵 仲来
周世金 仲兰
戚人镜 仲兰
叶元阶 仲兰
史文忻 仲乐
宇文忻 仲乐
移刺光祖 仲礼
彭富 仲礼
魏富 仲礼
滕安上 仲礼
周凯 仲礼
张安上 仲礼
杨敬德 仲礼
帛和 仲理
王亨 仲理
刘政 仲理
杨伦 仲理
东野子仪 仲立
金建中 仲立
朱宾占 仲立
上官基 仲立
张文柱 仲立
范中正 仲立
徐宽 仲栗
胡峄 仲连
吴简 仲廉
石光霁 仲濂
封延伯 仲琏
马之骏 仲良
李汉臣 仲良
刘秉璋 仲良
薜善 仲良
傅康 仲良
都俞 仲良
杜仁杰 仲梁
王昭 仲亮
范明徵 仲亮
王无竞 仲列
宋纪 仲烈
吴挺 仲烈
余萧客 仲林
契嵩 仲灵
丁茂 仲卢
邵一儒 仲鲁
汪睿 仲鲁
潘希曾 仲鲁
闵甲 仲鲁
侯七乘 仲辂
高居简 仲路
雷次宗 仲伦
沈君理 仲伦
李序 仲伦
吴德旋 仲伦
傅宗龙 仲纶
陈之经 仲纶
王守道 仲履
潘允端 仲履
费汎 仲虑
路雄 仲略
俞彦 仲茅
荀闳 仲茂
王懿修 仲美
谢成 仲美
陈琳 仲美
芮煜 仲蒙
高慎 仲密
于志宁 仲谧
霍峻 仲邈
张逊 仲敏
宋讷 仲敏
方钝 仲敏
克新 仲铭
唐煜 仲明
是镜 仲明
郑绍叔 仲明
葛曦 仲明
罗璟 仲明
尹廷高 仲明
王博文 仲明
甘文焜 仲明
宇文光 仲明
李觉 仲明
汪世显 仲明
王旭 仲明
蔚昭敏 仲明
蔡朗 仲明
赤盏晖 仲明
贾居贞 仲明
赵颢 仲明
张昺 仲明
陆通 仲明
陈颢 仲明
许炳 仲明
翟銮 仲鸣
梁汝嘉 仲谟
宋昌言 仲谟
赵昌言 仲谟
湛俞 仲谟
向传范 仲模
何景明 仲默
蔡沈 仲默
秦聚奎 仲默
张询 仲谋
张图 仲谋
曹秉钧 仲谋
杨应询 仲谋
彭孙贻 仲谋
彭孙 仲谋
王恽 仲谋
阮思聪 仲谋
傅弘烈 仲谋
郭谘 仲谋
第五访 仲谋
邵儒荣 仲木
吴蕃昌 仲木
吕柟 仲木
程一枝 仲木
赵雍 仲穆
郭雍 仲穆
凌堃 仲讷
汤巾 仲能
程徐 仲能
孔丘 仲尼
方昶 仲年
范宁 仲宁
梁统 仲宁
杨靖 仲宁
虞喜 仲宁
顾修 仲欧
赵安 仲盘
柳虬 仲蟠
檀日茂 仲培
戴埴 仲培
李成文 仲彭
高名衡 仲平
王衡仲 仲平
令狐鏓 仲平
李荡 仲平
何涛 仲平
蔡权 仲平
许衡 仲平
徐准宜 仲平
种世衡 仲平
裴济 仲溥
欧阳新 仲齐
程胜 仲奇
挚虞 仲洽
帅远 仲谦
姜克让 仲谦
顾谦 仲谦
李福培 仲谦
濮澄 仲谦
赵公豫 仲谦
萧让 仲谦
张文谦 仲谦
陈撝 仲谦
莫叔光 仲谦
魏纯粹明代官吏。... 仲乾
王爚 仲潜
宋刚仲 仲潜
孙桢 仲墙
李肃 仲钦
许沅 仲青
华廉 仲清
卫青 仲卿
王章 仲卿
乙瑛 仲卿
虞俊 仲卿
倪嵩 仲卿
陈纲 仲卿
司马膺之 仲庆
庄士敏 仲求
王昙 仲瞿
吴镒 仲权
毛硕 仲权
李巽 仲权
程可中 仲权
孙墀 仲泉
栗耀 仲然
魏惇 仲让
高推 仲让
史麟 仲仁
卞敦 仲仁
端宏 仲仁
谢士元 仲仁
陶显位 仲仁
王充 仲任
姜适元 仲訒
沈万三 仲荣
杨文广 仲容
袁成 仲容
孙诒让 仲容
德保 仲容
焦宽 仲容
石苞 仲容
汪澥 仲容
丁复 仲容
阮咸 仲容
韩境 仲容
许渤 仲容
章粹 仲容
杨恕 仲如
惠士奇 仲儒
宋单父 仲儒
薛三才 仲儒
卢景裕 仲孺
灌夫 仲孺
道隐 仲孺
张景 仲若
戴颙 仲若
程国祥 仲若
费经虞 仲若
钟将之 仲山
柴望 仲山
库狄伏连 仲山
彭翊 仲山
徐咸清 仲山
孔嵩 仲山
林岊 仲山
朱寿隆 仲山
王丘 仲山
沈珩 仲山
卢生甫 仲山
刘元高 仲山
廖寿恒 仲山
蒋凝 仲山
许安仁 仲山
徐源 仲山
陆中善 仲善
叶绍袁 仲韶
朱统锲 仲韶
朱韶 仲韶
韩醇 仲韶
胡翰 仲申
余缙 仲绅
倪渊 仲深
丘浚 仲深
林道源 仲深
王原 仲深
何源 仲深
张潜 仲升
翁自涵 仲升
恽日初 仲升
严升 仲升
班超 仲升
周堪赓 仲声
杨远 仲声
杨衡 仲师
郑众 仲师
樊知古 仲师
沈众 仲师
若芬 仲石
唐桂芳 仲实
鲍若虚 仲实
应孟明 仲实
梅实 仲实
温秀 仲实
万文英 仲实
黄颖 仲实
黄蕡 仲实
吕思诚 仲实
完颜璹 仲实
李休 仲实
李德辉 仲实
钟芳 仲实
章慥 仲实
张澯 仲湜
顾铭 仲书
安文璧 仲书
郑涛 仲舒
李纾 仲舒
董峦 仲舒
蒋一蔡 仲舒
李固言 仲枢
弥生 仲叔
朱华圉 仲叔
蒋和 仲叔
盛陶 仲叔
闵叔 仲叔
吴中复 仲庶
沈右 仲说
潘安固 仲硕
杨道夫 仲思
荣諲 仲思
张承 仲嗣
罗从彦 仲素
缪贞 仲素
文聘 仲素
郎宗 仲绥
郭躬 仲孙
孙观 仲台
马文炜 仲韬
黄绍箕 仲韬
夏元彬 仲韬
吕安 仲悌
陈伯友 仲恬
庞迪 仲田
徐田臣 仲田
卢敏 仲通
杨统 仲通
王景 仲通
罗存 仲通
王泰 仲通
李敏之 仲通
利申 仲通
张洞 仲通
陆知令 仲通
郭逵 仲通
华时亭 仲通
柳开 仲涂
马遵 仲涂
许遵 仲涂
吴存 仲退
温仪 仲威
王钺 仲威
朱宠 仲威
礼震 仲威
赵振 仲威
平显 仲微
戴孟 仲微
张旨 仲微
郭稹 仲微
查升 仲韦
钟嵘 仲伟
俞允文 仲蔚
晓莹 仲温
宋克 仲温
钱起 仲文
姜士昌 仲文
秦翰 仲文
庾炳之 仲文
刘韡 仲文
蔺芳 仲文
顾彪 仲文
罗彧 仲文
朱伺 仲文
朱质 仲文
潘纬 仲文
李焕 仲文
刘师朱 仲文
邹炳泰 仲文
韩综 仲文
崔翰 仲文
崔斌 仲文
黄周 仲文
冯豹 仲文
贺运和 仲文
陈郁 仲文
韩皋 仲闻
巩嵘 仲问
疏广 仲翁
